Customer_ID,Churn,Age,Gender,Income,Contract_Length,Plan_Type,Monthly_Charges,Call_Minutes,Data_Usage,Text_Messages,Roaming_Usage,Service_Calls,Payment_Method,Late_Payments,Satisfaction_Rating,Complaints,Contract_End_Date,Auto_Renewal,Data_Plan_Price,Contract_Changes,Device_Type
706,true,68,Male,49,13,prepaid,81,76,31,61,62,92,credit card,77,5,59,9/9/2022,true,4,8,tablet
707,false,45,Male,49,6,postpaid,97,50,11,49,9,86,bank transfer,19,3,22,9/3/2024,true,57,55,smartphone
708,false,49,Female,94,93,prepaid,73,52,20,49,73,80,credit card,96,4,26,6/21/2024,false,90,27,tablet
709,true,37,Male,71,82,prepaid,47,86,37,100,17,35,bank transfer,22,4,47,2/1/2024,true,59,21,feature phone
710,false,42,Female,37,8,postpaid,31,23,35,14,82,93,debit card,48,3,19,5/6/2023,false,36,81,feature phone
711,false,27,Male,55,38,prepaid,4,39,29,51,66,58,debit card,83,4,70,3/20/2024,false,40,26,feature phone
712,false,51,Female,4,52,prepaid,65,49,83,58,84,1,debit card,19,4,8,3/29/2024,false,68,66,feature phone
713,true,80,Female,58,88,postpaid,77,66,98,13,4,22,credit card,24,4,70,1/15/2022,false,59,41,feature phone
714,true,68,Genderfluid,12,6,prepaid,98,67,76,14,65,66,bank transfer,6,1,24,7/28/2024,false,5,72,feature phone
715,true,78,Agender,87,5,prepaid,26,76,39,63,90,47,bank transfer,38,5,49,2/27/2022,false,39,77,tablet
716,false,47,Male,80,67,prepaid,6,15,82,65,35,50,bank transfer,69,4,38,4/6/2022,true,45,43,feature phone
717,true,77,Male,75,88,prepaid,64,62,99,21,79,7,bank transfer,16,4,37,4/19/2022,true,75,3,smartphone
718,false,76,Male,58,59,postpaid,24,5,13,60,55,60,debit card,5,4,29,1/8/2025,false,41,38,feature phone
719,true,75,Male,66,52,prepaid,14,6,58,19,71,87,credit card,3,3,68,12/23/2025,true,25,78,smartphone
720,true,75,Female,76,66,prepaid,25,25,51,91,98,77,bank transfer,67,2,70,1/29/2023,true,28,53,tablet
721,true,35,Male,14,80,postpaid,23,16,49,61,30,5,debit card,92,3,24,4/1/2023,false,85,54,smartphone
722,false,67,Male,77,80,prepaid,82,53,72,61,41,81,credit card,74,3,49,8/24/2022,false,97,40,tablet
723,false,59,Male,10,57,postpaid,59,46,70,97,89,93,debit card,48,1,67,11/8/2022,false,8,60,tablet
724,false,26,Male,90,94,prepaid,74,84,54,50,48,33,debit card,37,4,99,4/3/2025,true,46,14,tablet
725,true,67,Male,56,68,postpaid,27,40,100,7,46,25,debit card,7,4,94,10/16/2022,false,15,61,smartphone
726,false,72,Male,4,21,postpaid,53,36,84,62,34,95,bank transfer,52,4,45,9/8/2024,true,61,6,smartphone
727,true,53,Male,9,37,postpaid,16,15,67,41,63,79,bank transfer,85,1,25,6/1/2023,false,71,34,feature phone
728,true,35,Male,65,97,prepaid,53,10,77,97,29,11,bank transfer,69,1,37,12/29/2023,false,18,16,tablet
729,true,32,Male,60,88,postpaid,51,50,63,40,18,24,bank transfer,52,1,59,7/17/2025,false,26,7,tablet
730,false,55,Male,75,80,prepaid,96,95,53,58,75,71,bank transfer,52,3,41,9/10/2023,false,31,39,feature phone
731,true,26,Male,36,65,prepaid,63,24,63,95,16,70,debit card,14,3,32,6/18/2025,true,56,90,feature phone
732,true,19,Female,14,97,postpaid,80,32,31,78,98,40,debit card,6,1,90,8/25/2023,false,77,66,feature phone
733,true,37,Female,75,67,prepaid,84,29,38,71,44,55,debit card,31,2,27,9/15/2025,false,35,82,feature phone
734,true,76,Male,89,24,postpaid,11,63,4,10,28,92,bank transfer,68,1,23,9/15/2022,true,81,31,tablet
735,false,34,Male,33,99,postpaid,15,90,35,38,11,99,bank transfer,93,3,72,4/27/2022,false,67,15,feature phone
736,true,58,Male,97,30,postpaid,65,54,1,25,4,25,bank transfer,41,2,72,8/10/2025,true,50,93,tablet
737,true,23,Female,53,98,prepaid,13,90,54,33,12,82,bank transfer,100,5,38,4/4/2023,true,78,96,feature phone
738,false,83,Male,48,82,postpaid,15,61,9,81,42,61,debit card,54,4,45,4/1/2022,true,25,90,tablet
739,true,44,Male,98,14,prepaid,80,31,76,47,15,8,bank transfer,34,2,41,11/4/2024,false,43,19,smartphone
740,true,59,Male,20,6,prepaid,22,9,16,5,72,84,bank transfer,44,2,14,11/13/2023,true,73,84,feature phone
741,true,69,Male,88,17,prepaid,98,11,84,71,82,61,debit card,81,1,22,12/24/2025,true,91,47,tablet
742,true,27,Female,68,52,postpaid,85,21,89,28,89,40,credit card,60,5,86,11/20/2022,true,9,87,feature phone
743,false,59,Bigender,69,62,prepaid,67,8,12,22,99,83,credit card,87,3,97,1/31/2023,true,36,98,smartphone
744,false,55,Male,66,95,prepaid,19,22,81,37,86,42,bank transfer,61,3,56,2/25/2024,false,20,43,smartphone
745,true,58,Male,36,12,prepaid,69,67,69,36,26,89,credit card,21,3,10,2/24/2025,true,54,45,tablet
746,true,65,Agender,51,30,prepaid,85,50,98,52,86,25,credit card,3,4,38,9/29/2024,true,83,100,smartphone
747,false,76,Genderfluid,63,85,prepaid,56,98,49,69,23,58,credit card,24,4,56,9/17/2022,true,4,76,smartphone
748,true,67,Female,45,29,postpaid,58,37,98,62,77,30,credit card,25,4,2,3/5/2024,true,52,55,tablet
749,false,23,Female,56,51,prepaid,61,29,19,65,83,71,credit card,60,2,16,4/5/2022,false,15,69,smartphone
750,false,76,Male,16,99,prepaid,35,77,100,81,8,29,bank transfer,25,3,14,4/19/2023,true,10,60,tablet
751,false,48,Genderfluid,26,32,prepaid,74,91,98,61,89,31,credit card,96,2,72,2/2/2022,false,47,73,tablet
752,false,28,Male,84,45,prepaid,93,100,94,42,29,73,credit card,95,3,1,1/18/2025,true,75,33,feature phone
753,false,84,Male,88,66,postpaid,62,61,7,38,55,58,bank transfer,99,3,92,10/1/2024,true,5,27,tablet
754,false,49,Male,33,90,postpaid,80,32,56,2,47,39,bank transfer,49,5,91,1/3/2024,true,35,33,feature phone
755,true,70,Male,78,2,prepaid,2,93,23,28,92,46,bank transfer,40,5,81,1/19/2022,true,81,41,tablet
756,true,60,Male,75,66,postpaid,23,54,10,97,90,13,bank transfer,21,2,77,11/5/2023,true,78,93,feature phone
757,false,40,Male,10,73,postpaid,70,42,44,33,75,15,debit card,83,2,68,9/29/2024,true,91,19,tablet
758,false,46,Female,76,65,prepaid,29,38,80,99,34,66,bank transfer,26,2,38,8/1/2025,true,57,21,smartphone
759,false,22,Female,12,2,prepaid,37,14,19,31,67,15,debit card,58,4,3,5/29/2025,false,19,94,feature phone
760,false,72,Male,80,92,postpaid,56,87,96,72,73,33,debit card,33,4,26,6/18/2022,false,2,3,feature phone
761,false,32,Female,81,33,postpaid,28,55,31,4,92,73,debit card,9,4,65,3/1/2024,true,50,59,feature phone
762,false,43,Male,78,65,prepaid,44,65,78,55,47,78,debit card,41,5,43,4/18/2025,false,20,13,tablet
763,false,46,Male,34,81,postpaid,60,27,99,99,31,61,credit card,29,4,6,2/8/2022,true,96,52,smartphone
764,true,23,Male,2,99,prepaid,4,6,62,24,19,67,debit card,6,4,22,5/26/2024,true,87,26,feature phone
765,false,74,Male,51,56,postpaid,68,61,82,52,93,66,bank transfer,65,5,83,10/15/2023,true,63,17,tablet
766,false,33,Female,38,78,prepaid,75,37,55,97,63,44,credit card,35,5,92,3/30/2023,true,7,34,tablet
767,false,35,Male,40,32,prepaid,69,37,37,72,22,24,credit card,84,4,53,5/18/2024,true,92,47,tablet
768,true,60,Male,39,81,postpaid,29,88,72,65,79,8,credit card,94,4,4,12/11/2023,false,69,67,tablet
769,false,30,Male,87,72,postpaid,55,53,56,23,4,40,credit card,32,3,67,10/28/2022,true,34,91,tablet
770,true,28,Male,46,14,postpaid,22,13,17,37,42,85,credit card,31,4,92,10/3/2025,true,95,43,feature phone
771,true,52,Male,17,80,postpaid,65,82,96,14,83,30,credit card,88,2,15,6/28/2024,false,4,31,smartphone
772,true,79,Female,38,22,prepaid,38,7,79,86,40,52,credit card,68,3,51,12/31/2024,true,30,57,feature phone
773,true,35,Male,17,96,postpaid,5,28,41,59,5,52,debit card,68,4,4,11/28/2024,false,27,93,tablet
774,false,33,Female,59,11,prepaid,16,36,38,29,13,80,credit card,53,4,14,4/28/2022,false,39,68,feature phone
775,false,44,Female,57,5,prepaid,29,44,8,11,48,65,debit card,40,3,95,7/26/2024,true,89,5,smartphone
776,true,78,Female,19,92,prepaid,42,15,51,10,45,77,debit card,20,5,12,3/4/2024,true,35,4,tablet
777,true,20,Female,59,1,postpaid,59,55,39,72,80,38,credit card,36,5,30,9/10/2023,false,16,82,smartphone
778,false,74,Male,69,56,postpaid,53,9,63,38,18,33,credit card,90,2,51,1/15/2025,false,22,56,smartphone
779,true,85,Male,66,100,prepaid,76,22,6,55,63,65,bank transfer,44,4,52,9/25/2022,false,54,80,tablet
780,false,43,Female,37,31,postpaid,42,59,91,75,84,69,bank transfer,69,2,61,10/29/2023,true,87,1,feature phone
781,true,74,Male,1,59,prepaid,42,96,12,46,64,48,bank transfer,83,1,9,3/4/2025,false,67,24,tablet
782,false,80,Bigender,84,71,prepaid,28,99,18,27,54,62,debit card,45,4,26,8/12/2024,false,46,60,feature phone
783,false,23,Female,49,68,prepaid,20,100,17,95,65,91,credit card,74,3,66,6/6/2023,false,11,29,feature phone
784,true,52,Male,20,34,postpaid,38,31,21,66,45,64,credit card,25,1,26,12/11/2024,true,44,67,smartphone
785,false,48,Male,60,80,postpaid,89,38,66,93,30,60,bank transfer,70,5,14,7/10/2025,true,77,61,feature phone
786,false,35,Male,72,67,prepaid,75,14,35,97,60,26,credit card,88,1,58,11/17/2025,false,37,55,tablet
787,true,53,Female,87,19,postpaid,97,67,10,55,72,29,credit card,83,2,30,11/2/2023,true,97,66,tablet
788,false,19,Male,19,91,postpaid,31,61,7,21,13,23,credit card,6,3,24,10/14/2025,false,62,76,feature phone
789,false,20,Male,34,10,postpaid,30,88,35,37,52,76,credit card,40,2,70,7/29/2025,false,18,27,tablet
790,true,42,Male,72,37,prepaid,78,26,87,18,32,53,credit card,57,3,55,5/30/2024,false,26,21,tablet
791,true,68,Female,40,3,prepaid,63,100,55,57,92,13,debit card,64,4,3,7/18/2023,true,98,47,tablet
792,false,59,Male,95,75,postpaid,92,16,58,95,30,40,credit card,46,2,19,9/28/2024,false,62,100,tablet
793,true,81,Male,41,69,prepaid,51,1,90,72,93,61,credit card,76,2,6,1/19/2023,false,90,14,tablet
794,false,65,Female,78,42,prepaid,93,69,31,17,98,60,bank transfer,55,4,12,7/16/2025,true,12,92,tablet
795,false,56,Female,34,17,postpaid,19,3,94,77,18,62,debit card,82,5,63,3/14/2025,true,3,95,smartphone
796,true,47,Female,78,21,postpaid,65,17,40,94,56,84,debit card,6,3,59,8/16/2023,false,6,71,tablet
797,false,72,Female,73,43,postpaid,71,61,69,80,89,93,debit card,29,4,2,12/10/2025,true,22,2,smartphone
798,true,18,Female,59,17,prepaid,62,44,12,75,14,73,bank transfer,84,2,18,4/5/2025,true,50,48,feature phone
799,true,79,Female,99,57,postpaid,30,85,2,97,76,92,debit card,66,3,21,10/13/2022,false,47,10,tablet
800,true,26,Male,15,35,prepaid,32,89,76,2,49,59,debit card,60,5,76,12/13/2022,false,43,99,smartphone
801,false,45,Female,59,88,prepaid,28,70,68,51,14,53,debit card,59,1,16,7/17/2022,false,87,3,tablet
802,true,67,Male,12,6,prepaid,26,61,97,52,66,61,debit card,54,1,1,3/7/2024,false,15,83,smartphone
803,true,37,Female,26,71,postpaid,57,100,65,19,57,90,credit card,28,4,81,12/14/2024,true,65,96,feature phone
804,false,28,Bigender,22,90,prepaid,14,100,49,12,10,84,bank transfer,49,4,81,12/23/2025,false,81,82,tablet
805,false,22,Male,82,59,postpaid,46,29,48,36,12,66,credit card,12,4,8,10/13/2022,false,7,8,smartphone
806,false,83,Bigender,14,3,postpaid,90,90,36,46,14,58,bank transfer,62,5,66,11/27/2023,false,90,86,smartphone
807,false,21,Male,25,16,prepaid,94,51,40,60,3,47,credit card,91,1,38,3/30/2022,false,1,76,feature phone
808,true,64,Female,41,26,prepaid,11,9,96,60,88,57,credit card,43,5,64,2/19/2025,false,96,5,tablet
809,false,31,Non-binary,27,41,postpaid,43,68,55,58,79,76,credit card,35,1,25,11/28/2022,true,13,36,smartphone
810,false,36,Male,47,92,prepaid,62,45,26,12,18,86,bank transfer,52,4,52,10/6/2022,true,9,47,feature phone
811,false,78,Male,66,50,prepaid,27,97,74,51,53,10,debit card,95,2,22,12/7/2023,true,95,34,smartphone
812,false,20,Female,64,19,postpaid,48,18,73,61,54,27,bank transfer,99,3,5,9/5/2025,false,38,83,smartphone
813,true,44,Female,14,80,prepaid,19,62,55,92,39,76,credit card,18,4,40,6/27/2024,false,26,64,smartphone
814,true,57,Male,66,67,postpaid,66,71,50,39,60,39,debit card,39,3,19,12/14/2023,true,49,70,feature phone
815,false,84,Non-binary,3,1,postpaid,85,9,30,96,97,18,bank transfer,35,1,94,9/20/2024,true,35,46,tablet
816,false,31,Female,6,61,postpaid,73,40,4,9,91,56,debit card,47,1,95,2/24/2022,true,19,11,smartphone
817,true,61,Genderqueer,77,5,postpaid,25,22,91,7,6,93,debit card,40,4,22,8/15/2023,true,41,74,feature phone
818,false,81,Female,93,49,postpaid,30,63,73,41,65,75,bank transfer,72,3,62,7/18/2024,false,1,8,smartphone
819,true,44,Male,11,51,prepaid,69,66,54,3,82,11,credit card,44,4,65,7/13/2023,false,75,94,tablet
820,false,80,Female,75,95,prepaid,22,47,21,5,11,32,bank transfer,7,5,55,7/30/2022,false,55,56,tablet
821,true,36,Female,3,92,postpaid,48,65,70,63,15,12,bank transfer,24,4,54,7/20/2022,false,71,2,smartphone
822,false,55,Female,76,79,prepaid,39,24,72,88,54,70,debit card,94,5,41,6/5/2025,false,83,72,smartphone
823,true,50,Male,47,46,postpaid,46,93,34,26,9,98,credit card,2,4,39,10/26/2022,false,44,32,tablet
824,false,23,Female,66,9,prepaid,55,21,24,62,14,18,debit card,1,5,12,10/30/2022,true,79,54,tablet
825,true,27,Female,92,41,prepaid,14,30,4,79,65,92,bank transfer,45,1,27,6/26/2023,false,74,64,feature phone
826,false,61,Genderfluid,57,9,postpaid,57,20,80,72,87,35,bank transfer,22,5,60,2/4/2024,true,7,97,smartphone
827,true,79,Non-binary,91,86,prepaid,3,76,30,81,42,70,credit card,13,5,100,9/21/2023,false,25,65,tablet
828,true,40,Male,93,33,prepaid,53,33,49,88,100,2,debit card,74,3,6,11/27/2024,true,21,13,smartphone
829,true,18,Female,88,26,postpaid,75,92,5,22,23,16,bank transfer,86,2,36,10/8/2022,true,97,71,tablet
830,false,26,Male,32,83,prepaid,78,37,11,87,22,36,debit card,66,4,39,6/20/2025,false,84,51,tablet
831,true,45,Female,84,17,prepaid,48,50,54,65,14,16,credit card,49,5,68,9/9/2025,false,51,28,tablet
832,true,49,Female,95,97,postpaid,50,70,63,20,94,62,debit card,33,4,10,6/22/2025,false,54,9,smartphone
833,true,51,Male,35,1,postpaid,48,79,90,64,45,82,debit card,41,1,25,12/17/2025,true,35,73,smartphone
834,true,77,Female,49,91,postpaid,14,65,49,12,66,13,bank transfer,78,5,28,9/17/2025,false,52,9,tablet
835,false,29,Male,35,62,postpaid,28,28,46,56,73,5,debit card,74,3,96,12/7/2024,false,98,71,feature phone
836,false,26,Female,81,32,prepaid,15,14,35,99,70,45,bank transfer,63,2,96,3/26/2025,false,89,8,tablet
837,false,83,Female,12,16,prepaid,84,47,59,96,10,61,credit card,41,2,1,1/30/2022,true,60,48,tablet
838,false,22,Female,80,80,prepaid,40,84,12,28,53,75,credit card,62,4,84,1/5/2022,false,52,13,feature phone
839,true,84,Male,16,77,prepaid,3,24,44,10,65,54,credit card,23,5,91,12/2/2022,true,36,3,tablet
840,false,27,Male,65,15,prepaid,68,90,87,90,66,27,bank transfer,71,1,36,12/28/2023,true,38,91,tablet
841,true,43,Male,23,83,prepaid,59,28,42,87,49,34,bank transfer,60,3,96,5/11/2022,false,98,96,feature phone
842,false,29,Female,59,71,prepaid,44,66,35,69,36,24,credit card,95,1,52,10/28/2022,false,59,89,tablet
843,true,47,Female,98,54,postpaid,84,74,44,23,26,10,debit card,86,1,10,7/21/2022,true,99,36,feature phone
844,true,24,Male,36,96,prepaid,54,33,40,59,58,87,debit card,39,2,28,2/14/2025,false,4,33,feature phone
845,true,76,Male,14,67,prepaid,65,92,1,47,93,27,bank transfer,100,2,19,11/10/2023,false,37,25,tablet
846,false,39,Male,14,7,postpaid,35,44,57,26,54,6,bank transfer,66,2,42,4/11/2023,true,74,19,tablet
847,false,18,Female,94,63,prepaid,65,42,94,7,10,14,debit card,46,4,3,1/3/2023,false,25,8,feature phone
848,true,73,Male,60,64,prepaid,33,65,21,12,52,18,debit card,58,2,28,10/10/2025,true,75,80,feature phone
849,false,46,Male,1,71,prepaid,57,74,11,24,30,5,debit card,17,4,26,7/4/2023,false,10,36,tablet
850,true,46,Genderfluid,11,7,prepaid,34,2,18,75,63,51,bank transfer,51,2,100,3/1/2022,true,55,93,tablet
851,false,37,Male,26,75,postpaid,52,32,6,87,66,45,credit card,99,3,39,2/13/2024,false,42,93,tablet
852,false,42,Female,96,5,postpaid,56,22,1,59,87,7,debit card,26,5,94,3/14/2023,false,41,16,feature phone
853,false,25,Male,31,98,postpaid,90,51,52,5,12,47,debit card,20,4,26,10/26/2024,false,32,20,tablet
854,false,23,Bigender,58,34,prepaid,83,31,76,65,64,90,debit card,36,2,49,12/24/2025,false,30,32,smartphone
855,true,45,Male,15,39,postpaid,76,16,72,95,74,95,debit card,16,4,39,2/11/2024,false,40,39,tablet
856,false,83,Male,15,1,postpaid,78,93,23,43,7,25,bank transfer,12,1,5,1/22/2023,true,65,86,smartphone
857,true,26,Male,45,88,prepaid,19,52,95,61,41,9,bank transfer,57,4,74,11/6/2025,true,25,6,smartphone
858,false,63,Female,11,8,postpaid,41,37,31,92,24,23,debit card,88,3,71,9/1/2022,true,53,80,smartphone
859,false,39,Male,70,15,postpaid,62,80,86,91,75,36,credit card,93,5,70,2/8/2025,true,19,30,smartphone
860,true,71,Male,28,75,postpaid,61,82,24,61,66,56,bank transfer,12,5,40,2/28/2023,false,97,78,tablet
861,true,26,Non-binary,71,70,postpaid,70,17,95,16,48,59,debit card,27,2,54,5/4/2024,false,30,33,tablet
862,true,35,Male,19,33,prepaid,63,4,41,21,55,33,debit card,27,1,88,6/7/2024,true,54,58,feature phone
863,false,57,Male,72,94,postpaid,1,23,25,72,41,9,credit card,68,5,85,4/26/2023,false,94,24,feature phone
864,false,60,Male,76,82,postpaid,88,8,86,55,50,65,credit card,34,5,17,10/14/2023,false,17,2,tablet
865,true,40,Male,65,52,postpaid,72,45,100,52,23,91,credit card,34,4,11,1/27/2024,false,75,57,smartphone
866,false,31,Female,14,18,postpaid,12,20,44,40,52,65,credit card,76,3,4,1/4/2023,true,21,70,tablet
867,false,66,Male,20,1,postpaid,11,7,40,45,65,86,credit card,45,3,27,1/15/2025,false,91,3,feature phone
868,false,71,Male,74,93,prepaid,8,7,73,73,44,71,debit card,66,1,24,5/24/2024,true,40,57,smartphone
869,false,60,Male,98,52,postpaid,49,97,9,86,55,5,credit card,27,1,15,4/9/2022,true,58,80,smartphone
870,false,80,Male,44,17,postpaid,64,13,3,34,55,94,debit card,55,2,39,9/11/2022,false,77,10,tablet
871,false,38,Male,37,97,postpaid,36,93,85,26,62,57,bank transfer,91,4,8,11/14/2022,false,54,80,feature phone
872,false,62,Male,65,9,postpaid,61,6,15,61,85,78,credit card,58,1,79,1/7/2023,true,95,70,tablet
873,false,84,Female,58,31,postpaid,47,52,38,40,61,49,credit card,21,1,19,2/10/2024,true,33,62,smartphone
874,false,50,Male,91,100,postpaid,19,41,78,90,36,12,credit card,76,1,16,12/2/2023,true,12,58,feature phone
875,true,38,Male,10,41,prepaid,20,46,52,59,46,73,bank transfer,22,1,63,9/1/2024,true,75,100,smartphone
876,false,28,Genderfluid,92,33,postpaid,54,86,100,42,79,31,credit card,65,4,5,5/7/2023,false,92,29,smartphone
877,false,25,Genderfluid,14,46,prepaid,93,17,59,24,96,9,bank transfer,10,1,92,11/5/2025,true,23,2,feature phone
878,true,40,Male,95,15,postpaid,79,11,41,50,69,82,bank transfer,90,2,59,2/19/2025,true,84,32,feature phone
879,true,84,Female,60,40,postpaid,10,99,55,46,34,16,credit card,16,4,33,4/6/2022,false,56,88,tablet
880,true,52,Female,7,67,postpaid,27,70,38,99,61,100,credit card,74,2,36,4/20/2023,true,52,94,feature phone
881,true,37,Non-binary,54,43,prepaid,61,92,10,91,18,95,debit card,60,5,84,1/14/2023,true,66,81,smartphone
882,false,82,Female,25,27,prepaid,23,24,87,61,52,35,bank transfer,20,1,100,11/25/2025,true,63,89,feature phone
883,false,54,Male,88,30,postpaid,45,30,28,47,40,67,bank transfer,49,1,47,8/11/2025,true,69,99,feature phone
884,true,43,Male,30,18,prepaid,88,80,12,11,13,77,credit card,4,3,30,3/20/2023,true,38,29,smartphone
885,true,31,Male,56,84,prepaid,94,11,63,74,44,22,credit card,55,5,67,10/25/2022,true,14,93,tablet
886,true,64,Male,91,15,prepaid,3,65,75,35,62,24,credit card,37,3,15,5/15/2022,false,38,44,tablet
887,false,75,Male,94,69,prepaid,69,64,65,98,98,25,credit card,53,2,78,1/9/2023,false,71,93,smartphone
888,true,82,Male,17,9,postpaid,1,82,75,73,87,80,credit card,7,4,58,11/24/2025,false,68,72,smartphone
889,true,35,Male,12,70,prepaid,40,16,76,34,68,75,credit card,17,2,51,7/1/2024,true,32,62,smartphone
890,true,19,Female,18,4,postpaid,78,32,46,85,68,90,debit card,77,2,77,10/10/2024,true,36,37,tablet
891,false,56,Female,61,50,prepaid,29,3,1,99,11,43,bank transfer,99,3,25,4/10/2024,false,69,26,feature phone
892,false,39,Female,35,48,postpaid,92,93,93,76,56,36,debit card,37,3,51,7/2/2023,true,24,27,feature phone
893,true,40,Female,3,28,prepaid,81,40,64,42,79,21,bank transfer,53,5,51,9/29/2024,true,68,16,feature phone
894,true,54,Male,31,9,postpaid,40,56,6,89,52,53,bank transfer,74,5,51,1/28/2025,true,75,74,tablet
895,true,69,Female,89,92,prepaid,14,16,100,89,100,82,bank transfer,76,2,98,6/11/2022,true,23,62,smartphone
896,true,81,Male,47,23,prepaid,82,83,69,3,56,21,bank transfer,96,1,79,2/13/2025,true,60,13,smartphone
897,true,49,Male,1,23,prepaid,49,68,8,21,27,24,bank transfer,23,1,97,3/15/2022,true,48,27,tablet
898,true,80,Female,11,79,prepaid,31,3,12,11,44,29,credit card,23,5,94,9/28/2022,false,21,62,tablet
899,false,44,Male,18,81,postpaid,51,79,99,75,66,58,bank transfer,99,2,92,2/25/2025,true,72,56,smartphone
900,true,62,Male,17,98,prepaid,84,17,6,35,66,68,debit card,95,5,92,6/25/2024,false,83,8,tablet
901,true,49,Female,55,53,postpaid,37,24,26,61,72,38,credit card,83,3,9,12/2/2024,true,38,3,tablet
902,true,28,Male,61,29,prepaid,10,85,39,62,52,86,debit card,34,1,51,4/28/2025,false,61,20,tablet
903,false,63,Female,92,20,prepaid,34,34,1,79,96,59,debit card,16,4,18,2/23/2024,true,93,65,smartphone
904,false,51,Male,18,82,postpaid,5,51,64,33,42,95,debit card,9,5,25,10/9/2025,true,59,27,smartphone
905,false,58,Male,63,90,postpaid,64,12,83,62,98,1,credit card,13,3,74,5/16/2023,true,90,18,tablet
906,false,77,Female,51,30,postpaid,85,77,65,87,18,60,credit card,80,5,86,5/28/2025,false,63,30,smartphone
907,true,74,Male,60,30,postpaid,43,85,71,39,61,69,credit card,76,5,87,12/29/2025,false,93,51,tablet
908,true,68,Genderqueer,62,55,prepaid,36,34,49,92,66,41,bank transfer,9,1,89,6/7/2023,false,93,58,smartphone
909,false,73,Female,47,18,prepaid,11,23,50,20,92,12,debit card,70,3,82,2/8/2023,false,85,55,tablet
910,false,38,Male,86,94,prepaid,66,8,58,84,61,81,credit card,4,2,13,3/3/2023,true,49,35,feature phone
911,false,41,Non-binary,97,75,prepaid,43,21,60,73,59,16,credit card,60,4,50,10/30/2022,true,12,2,tablet
912,false,44,Female,19,58,prepaid,97,4,32,16,97,33,debit card,94,4,98,3/27/2023,true,43,64,smartphone
913,true,18,Female,75,86,postpaid,32,95,26,7,75,6,bank transfer,86,1,31,8/20/2022,false,91,23,smartphone
914,true,82,Male,40,64,prepaid,14,58,59,46,98,7,bank transfer,25,1,25,3/12/2025,false,70,18,tablet
915,true,78,Female,42,2,postpaid,60,86,51,65,27,57,credit card,55,2,57,8/17/2025,false,35,84,smartphone
916,true,69,Male,45,24,postpaid,78,16,44,45,75,95,credit card,63,3,51,12/29/2023,false,63,79,smartphone
917,false,26,Female,62,65,prepaid,2,19,94,46,41,67,credit card,26,5,6,3/15/2022,false,70,46,smartphone
918,false,45,Female,26,100,postpaid,70,13,19,42,65,89,debit card,10,4,42,10/23/2024,false,54,83,smartphone
919,false,74,Male,5,6,postpaid,70,13,29,45,48,80,credit card,50,4,45,3/23/2022,false,50,74,tablet
920,false,82,Male,45,65,prepaid,37,41,39,78,28,92,debit card,6,2,95,1/13/2022,true,5,30,tablet
921,true,72,Female,27,77,postpaid,43,63,40,56,16,64,debit card,85,5,62,9/10/2025,true,33,39,smartphone
922,true,30,Male,13,67,prepaid,75,62,73,45,13,85,debit card,87,1,87,11/26/2022,false,4,9,tablet
923,false,42,Female,96,80,postpaid,10,32,63,51,37,14,bank transfer,61,1,76,1/21/2023,false,84,14,feature phone
924,false,32,Female,92,96,prepaid,91,77,86,46,14,42,credit card,15,5,14,11/10/2022,true,57,3,smartphone
925,true,31,Female,91,12,postpaid,50,38,57,90,29,47,debit card,62,4,51,10/2/2025,true,64,17,feature phone
926,true,64,Female,94,86,prepaid,26,46,69,85,61,54,debit card,93,3,47,12/1/2025,true,73,25,tablet
927,true,22,Male,49,74,postpaid,43,90,4,33,32,79,bank transfer,92,3,88,2/27/2023,true,18,87,tablet
928,true,54,Male,15,40,prepaid,40,47,43,76,19,21,debit card,90,4,85,12/8/2023,false,34,100,smartphone
929,false,31,Female,62,53,postpaid,51,21,84,35,11,41,credit card,98,5,44,11/10/2022,false,28,48,feature phone
930,false,41,Female,57,67,prepaid,10,69,12,81,84,53,bank transfer,90,2,15,3/31/2023,false,62,97,feature phone
931,true,56,Female,3,50,prepaid,96,37,52,45,30,92,debit card,93,2,63,9/6/2023,true,27,97,tablet
932,false,63,Male,34,79,prepaid,34,44,70,16,50,5,bank transfer,67,1,40,8/11/2022,false,13,33,smartphone
933,true,77,Female,19,19,postpaid,35,92,71,46,90,62,credit card,86,2,72,7/18/2022,true,55,11,tablet
934,true,60,Female,85,49,prepaid,55,95,85,64,42,55,credit card,32,1,20,1/2/2022,false,57,8,feature phone
935,true,75,Female,91,11,prepaid,4,55,73,29,63,36,debit card,51,3,55,1/26/2022,true,92,11,smartphone
936,true,66,Male,62,96,prepaid,29,30,46,12,38,3,credit card,16,4,59,2/7/2022,false,29,29,smartphone
937,true,49,Female,86,86,prepaid,94,97,45,62,62,33,bank transfer,80,1,23,11/20/2022,false,32,50,tablet
938,true,67,Agender,32,10,postpaid,66,17,6,46,1,93,debit card,89,2,16,12/12/2023,false,26,69,feature phone
939,true,61,Female,80,78,prepaid,51,40,80,15,57,25,debit card,62,3,69,7/11/2024,true,81,68,feature phone
940,true,49,Male,57,6,postpaid,77,17,45,2,17,98,bank transfer,45,1,18,8/13/2024,false,19,6,smartphone
941,true,56,Female,73,76,postpaid,28,56,80,87,31,40,debit card,70,2,36,9/3/2025,false,20,89,feature phone
